route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T07,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T08,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T09,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T10,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T11,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T12,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T13,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T14,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T15,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T16,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T17,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T18,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T19,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T20,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T21,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T22,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T23,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T24,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T25,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T26,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T27,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T28,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T29,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T30,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T31,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T32,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T33,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_A_nedelja_i_praznici_T34,Aleksandrovo,0,,Linija_16_Smer_A,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T01,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T02,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T03,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T04,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T05,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T06,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T07,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T08,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T09,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T10,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T11,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T12,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T13,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T14,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T15,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T16,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T17,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T18,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T19,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T20,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T21,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T22,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T23,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T24,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T25,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T26,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T27,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T28,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T29,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T30,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T31,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T32,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T33,Teslino Naselje,1,,Linija_16_Smer_B,0,
16,nedelja_i_praznici,Linija_16_Smer_B_nedelja_i_praznici_T34,Teslino Naselje,1,,Linija_16_Smer_B,0,
